,MAp,mphi,Mchi1,angle,gX,epsilon,ff,Mchi2,Densidad_reliquia,loglikelihood,canales_aniquilacion
855,0.270921091049,0.0128496971354,0.0903070303497,0.0005,2.50662827463,4.20675830893e-05,0.0083554275821,0.091,0.122,0.0018614694439790809,"[{'channel': '~chi1 ~chi1 ->phi phi', 'contribution_percentage': 40}, {'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 29}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 22}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 7}, {'channel': '~chi2 ~chi2 ->phi phi', 'contribution_percentage': 2}]"
856,0.0119301328546,5.35890564484,0.00397671095153,0.0005,2.50662827463,2.53538990898e-06,0.0083554275821,0.004,0.118,0.0018698229277687437,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 56}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 44}]"
857,0.0616157159332,0.0471121355319,0.0205385719777,0.0005,2.50662827463,1.18928172071e-05,0.0083554275821,0.021,0.121,0.0004658942140597564,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 50}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 38}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 12}]"
858,1.54211398643,0.0243217527835,0.514037995477,0.0005,2.50662827463,0.000264199679184,0.0083554275821,0.519,0.123,0.004183536389794037,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 33}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->mu- mu+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 8}, {'channel': '~chi1 ~chi2 ->s s~', 'contribution_percentage': 8}]"
859,1.67461229373,0.00115368947799,0.558204097911,0.0005,2.50662827463,0.000294041955697,0.0083554275821,0.564,0.117,0.004211728259292678,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 33}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->mu- mu+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 8}, {'channel': '~chi1 ~chi2 ->s s~', 'contribution_percentage': 8}]"
860,2.52114743379,0.529502674787,0.840382477929,0.0005,2.50662827463,6.40040830798e-05,0.0083554275821,0.849,0.122,0.0018614694439790809,"[{'channel': '~chi1 ~chi1 ->phi phi', 'contribution_percentage': 70}, {'channel': '~chi2 ~chi2 ->phi phi', 'contribution_percentage': 27}]"
861,0.717715640156,1.34711899129,0.239238546719,0.0005,2.50662827463,0.000125172278467,0.0083554275821,0.242,0.119,0.00046693842482991855,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 33}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->mu- mu+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 8}, {'channel': '~chi1 ~chi2 ->s s~', 'contribution_percentage': 8}]"
862,0.0180144227898,1.0738140773,0.00600480759661,0.0005,2.50662827463,3.49781587044e-06,0.0083554275821,0.006,0.119,0.00046693842482991855,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 51}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 39}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 10}]"
863,0.240378931524,0.00107384418295,0.0801263105081,0.0005,2.50662827463,4.58840999568e-05,0.0083554275821,0.081,0.122,0.0018614694439790809,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 45}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 34}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 11}, {'channel': '~chi1 ~chi1 ->phi phi', 'contribution_percentage': 7}, {'channel': '~chi2 ~chi2 ->phi phi', 'contribution_percentage': 3}]"
864,0.0301474268204,0.969626009917,0.0100491422735,0.0005,2.50662827463,5.72608963218e-06,0.0083554275821,0.01,0.121,0.0004658942140597564,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 50}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 38}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 12}]"
